listing_id,listing_date,district,rooms,listing_price_usd,source_url,size_m2,level,max_levels,is_new_building,collected_at_utc
103092,2026-08-05,Shayhontohur,4,600000,https://hata.uz/en/listings/object/kvartira-prodaetsya-4-7-8-na-zhk-gardens-103092,125.0,7,8,1,2026-08-21T23:55:40+00:00
103093,2026-08-05,Shayhontohur,4,490000,https://hata.uz/en/listings/object/tashkent-city-gardens-103093,125.0,3,9,1,2026-08-21T23:55:40+00:00
103094,2026-08-05,Shayhontohur,3,380999,https://hata.uz/en/listings/object/tashkent-city-gardens-novostroyka-zhk-gardens-residence-tashkent-city-103094,91.0,2,9,1,2026-08-21T23:55:40+00:00
103096,2026-08-05,Shayhontohur,4,600000,https://hata.uz/en/listings/object/prodam-zhk-gardens-tashkent-siti-103096,125.0,7,8,1,2026-08-21T23:55:40+00:00
103097,2026-08-05,Shayhontohur,3,500000,https://hata.uz/en/listings/object/zhk-boulvard-tashkent-siti-103097,100.0,4,7,1,2026-08-21T23:55:40+00:00
103104,2026-08-05,Shayhontohur,4,700000,https://hata.uz/en/listings/object/prodaetsya-4-h-komnatnaya-kvartira-v-zhk-boulevard-103104,235.0,7,7,1,2026-08-21T23:55:40+00:00
103105,2026-08-05,Shayhontohur,3,400000,https://hata.uz/en/listings/object/prodaetsya-2-3-26-51-71-m2-zhk-nest-one-103105,71.0,26,51,1,2026-08-21T23:55:40+00:00
103107,2026-08-05,Shayhontohur,4,500000,https://hata.uz/en/listings/object/premium-srochno-tashkent-city-gardens-4-2-8-korobka-125m2-or-druzhba-103107,125.0,2,8,1,2026-08-21T23:55:40+00:00
103108,2026-08-05,Shayhontohur,2,450000,https://hata.uz/en/listings/object/tashkent-city-gardens-2-komn-112-m2-evro-2-etazh-tsentr-103108,112.0,2,8,1,2026-08-21T23:55:40+00:00
103109,2026-08-05,Shayhontohur,3,480000,https://hata.uz/en/listings/object/zhk-boulevard-tashkent-city-prodaetsya-3h-kom-102m2-103109,102.0,7,7,1,2026-08-21T23:55:40+00:00
103110,2026-08-05,Shayhontohur,7,600000,https://hata.uz/en/listings/object/prodaetsya-korobka-tashkent-citi-zhk-gardens-residence-103110,126.0,7,8,1,2026-08-21T23:55:40+00:00
103114,2026-08-05,Shayhontohur,3,480000,https://hata.uz/en/listings/object/prodaetsya-3-h-komnatnaya-kvartira-v-tashkent-siti-zhk-boulevard-103114,102.0,7,7,1,2026-08-21T23:55:40+00:00
103119,2026-08-05,Shayhontohur,3,660000,https://hata.uz/en/listings/object/elitnyy-zhiloy-kompleks-nrg-u-tower-dizaynerskiy-remont-s-mebelyu-i-teh-103119,126.0,18,27,1,2026-08-21T23:55:40+00:00
103121,2026-08-05,Shayhontohur,4,450000,https://hata.uz/en/listings/object/prodaetsya-3-h-komnatnaya-kvartira-v-zhk-nrg-park-103121,130.0,5,10,1,2026-08-21T23:55:40+00:00
103123,2026-08-05,Shayhontohur,4,450000,https://hata.uz/en/listings/object/zhk-boulevard-4-7-7-tashkent-city-vid-na-park-korobka-103123,114.0,7,7,1,2026-08-21T23:55:40+00:00
103124,2026-08-05,Shayhontohur,3,730000,https://hata.uz/en/listings/object/eksklyuziv-zhk-nrg-u-tower-3-18-27-vid-na-tashkent-city-103124,126.0,18,27,1,2026-08-21T23:55:40+00:00
103126,2026-08-05,Shayhontohur,3,660000,https://hata.uz/en/listings/object/prodaetsya-3h-kom-kvartira-zhk-nrg-u-tower-or-r-tashkent-siti-126-m2-103126,126.0,18,27,1,2026-08-21T23:55:40+00:00
103129,2026-08-05,Shayhontohur,4,500000,https://hata.uz/en/listings/object/gardens-tashkent-city-4-komnatnaya-korobka-125m2-103129,125.0,2,8,1,2026-08-21T23:55:40+00:00
103131,2026-08-05,Shayhontohur,3,660000,https://hata.uz/en/listings/object/nrg-u-tower-prodam-kvartiru-3h-kom-127m2-evro-lyuks-tashkent-siti-103131,127.0,18,27,1,2026-08-21T23:55:40+00:00
103134,2026-08-05,Shayhontohur,3,688999,https://hata.uz/en/listings/object/srochno-zhk-boulevard-115m2-terassa-druzhba-tashkent-city-podklyuch-103134,115.0,7,7,1,2026-08-21T23:55:40+00:00
103135,2026-08-05,Shayhontohur,4,590000,https://hata.uz/en/listings/object/prodaetsya-kvartira-4-3-8-v-zhk-tashkent-siti-gardens-shayhantahurskiy-rn-103135,125.0,3,8,1,2026-08-21T23:55:40+00:00
103141,2026-08-05,Shayhontohur,4,530000,https://hata.uz/en/listings/object/prodaetsya-4kom-125kv2m-tashkent-siti-s-shikarnym-vidom-vodvor-103141,125.0,3,8,1,2026-08-21T23:55:40+00:00
103147,2026-08-05,Shayhontohur,8,470000,https://hata.uz/en/listings/object/prodaetsya-ts-15-kazahstan-posvo-zhk-zhangoh-8-7-8-8-38751m2-dupleks-103147,387.51,7,8,1,2026-08-21T23:55:40+00:00
103149,2026-08-05,Shayhontohur,4,530000,https://hata.uz/en/listings/object/tashkent-siti-gardens-4-3-9-125kvm-v-sostoyanii-korobka-srochno-103149,125.0,3,9,1,2026-08-21T23:55:40+00:00
103150,2026-08-05,Shayhontohur,4,370000,https://hata.uz/en/listings/object/prodaetsya-4h-kom-kvartira-zhk-nest-one-or-r-tashkent-siti-93-m2-103150,93.0,39,51,1,2026-08-21T23:55:40+00:00
103151,2026-08-05,Shayhontohur,4,375000,https://hata.uz/en/listings/object/srochno-prodaetsya-novostroyka-4-39-51-zhk-nest-one-shayhantaurskiy-rayo-103151,93.0,39,51,1,2026-08-21T23:55:40+00:00
103155,2026-08-05,Shayhontohur,3,380000,https://hata.uz/en/listings/object/gardens-tashkent-city-prodazha-evro-kvartiry-3-7-7-90m2-tashkent-siti-103155,90.0,7,7,1,2026-08-21T23:55:40+00:00
103157,2026-08-05,Shayhontohur,4,450000,https://hata.uz/en/listings/object/srochno-svoya-prodaetsya-tashkent-sity-boulevard-114-terrasa-120-kvadrat-103157,234.0,7,7,1,2026-08-21T23:55:40+00:00
103158,2026-08-05,Shayhontohur,3,400000,https://hata.uz/en/listings/object/srochno-prodaetsya-kvartira-3-3-8-v-zhk-gardens-residence-tashkent-siti-103158,93.0,3,8,1,2026-08-21T23:55:40+00:00
103168,2026-08-05,Shayhontohur,6,970000,https://hata.uz/en/listings/object/prodaetsya-tashkent-siti-penthaus-103168,220.0,8,9,1,2026-08-21T23:55:40+00:00
103169,2026-08-05,Shayhontohur,4,750000,https://hata.uz/en/listings/object/penthouse-tashkent-city-boulevard-4-7-7-114-m2-s-terassa-103169,114.0,7,7,1,2026-08-21T23:55:40+00:00
103171,2026-08-05,Shayhontohur,5,1300000,https://hata.uz/en/listings/object/prodaetsya-5ti-kom-kvartira-zhk-gardens-or-r-tashkent-siti-200-m2-103171,200.0,7,8,1,2026-08-21T23:55:40+00:00
103174,2026-08-05,Shayhontohur,6,1200000,https://hata.uz/en/listings/object/prodaetsya-6-3-7-novostroyka-zhk-boulevard-tashkent-city-shayhantahur-103174,217.0,3,7,1,2026-08-21T23:55:40+00:00
103175,2026-08-05,Shayhontohur,4,750000,https://hata.uz/en/listings/object/prodaetsya-novostroyka-na-tashkent-city-4-7-7-zhk-boulevard-residenc-103175,114.0,7,7,1,2026-08-21T23:55:40+00:00
103176,2026-08-05,Shayhontohur,4,1200000,https://hata.uz/en/listings/object/prodaetsya-4-h-komnatnoy-kvartiry-v-tashkent-siti-zhk-gardens-residence-103176,210.0,7,9,1,2026-08-21T23:55:40+00:00
103178,2026-08-05,Shayhontohur,5,1150000,https://hata.uz/en/listings/object/tashkent-city-gardens-5-komn-dupleks-320-m2-terrasa-tsentr-103178,320.0,7,8,1,2026-08-21T23:55:40+00:00
103182,2026-08-05,Shayhontohur,4,750000,https://hata.uz/en/listings/object/novostroyka-4-7-7-na-tashkent-siti-bulvar-terrasoy-i-s-vidom-na-park-103182,114.0,7,7,1,2026-08-21T23:55:40+00:00
103184,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/srochno-prodaetsya-tashkent-siti-zhk-boulevard-3-7-7-plosch-104-m2-180-m-103184,284.0,7,7,1,2026-08-21T23:55:40+00:00
103189,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/3-h-komnatnaya-v-zhk-boulevard-vid-na-park-id-3534-103189,180.0,7,7,1,2026-08-21T23:55:40+00:00
103190,2026-08-05,Shayhontohur,6,799500,https://hata.uz/en/listings/object/kvartira-6-komnat-zhk-gardens-216m2-shayhantahurskiy-r-n-tashkent-siti-103190,216.0,2,9,1,2026-08-21T23:55:40+00:00
103191,2026-08-05,Shayhontohur,5,1300000,https://hata.uz/en/listings/object/srochno-shayhantahurskiy-rayon-tashkent-city-zhk-gardens-penthaus-103191,320.0,7,8,1,2026-08-21T23:55:40+00:00
103192,2026-08-05,Shayhontohur,6,1050000,https://hata.uz/en/listings/object/novostroyka-zhk-boulevard-tashkent-city-103192,218.0,3,7,1,2026-08-21T23:55:40+00:00
103193,2026-08-05,Shayhontohur,3,800000,https://hata.uz/en/listings/object/prodaetsya-3-h-komnatnaya-kvartira-v-zhk-boulevard-103193,114.0,7,7,1,2026-08-21T23:55:40+00:00
103201,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/prodaetsya-3h-kom-kvartira-zhk-boulevard-or-r-tashkent-siti-104-m2-103201,104.0,7,7,1,2026-08-21T23:55:40+00:00
103205,2026-08-05,Shayhontohur,5,950000,https://hata.uz/en/listings/object/prodaetsya-korobka-penthaus-5-8-9-9-shayhantahurskiy-rayon-tashkent-siti-103205,260.0,8,9,1,2026-08-21T23:55:40+00:00
103206,2026-08-05,Shayhontohur,3,1000000,https://hata.uz/en/listings/object/prodaetsya-zhk-tashkent-siti-gardens-residence-3-2-9-160m2-shayhantahur-103206,160.0,2,9,1,2026-08-21T23:55:40+00:00
103220,2026-08-05,Shayhontohur,5,872126,https://hata.uz/en/listings/object/5-45-51-nest-one-16127m-tashkent-siti-park-tashkent-city-mall-103220,161.0,45,51,1,2026-08-21T23:55:40+00:00
103222,2026-08-05,Shayhontohur,5,6000000,https://hata.uz/en/listings/object/kvar-ra-5-kom-zhk-nest-van-41252m2-shayhantahurskiy-r-n-tashkent-siti-103222,412.52,50,51,1,2026-08-21T23:55:40+00:00
103223,2026-08-05,Shayhontohur,6,1200000,https://hata.uz/en/listings/object/prodam-kvartiru-s-vidom-na-park-6-3-7-217m2-zhk-boulevard-tashkent-city-103223,217.0,3,7,1,2026-08-21T23:55:40+00:00
103224,2026-08-05,Shayhontohur,5,815000,https://hata.uz/en/listings/object/srochno-prodaetsya-5-23-24-227-m2-dupleks-kvartira-v-nest-one-103224,227.0,23,24,1,2026-08-21T23:55:40+00:00
103225,2026-08-05,Shayhontohur,5,1240000,https://hata.uz/en/listings/object/kvartira-zh-k-gardens-5-7-8-200-kvm-103225,200.0,7,8,1,2026-08-21T23:55:40+00:00
103227,2026-08-05,Shayhontohur,5,1300000,https://hata.uz/en/listings/object/tashkent-siti-zhk-gardens-residence-5-9-9-250m2-terrasa-103227,250.0,9,9,1,2026-08-21T23:55:40+00:00
103230,2026-08-05,Shayhontohur,5,1240000,https://hata.uz/en/listings/object/penthaus-v-zhk-gardens-200m2-120m2-terrasa-5-komnat-3-parkinga-103230,200.0,7,8,1,2026-08-21T23:55:40+00:00
103232,2026-08-05,Shayhontohur,3,950000,https://hata.uz/en/listings/object/srochno-tashkent-siti-boulevard-308m2-druzhba-tashkent-siti-arzon-103232,308.0,1,7,1,2026-08-21T23:55:40+00:00
103234,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/tashkent-city-boulevard-3-7-7-104-180kvm-terrasa-evro-vid-v-park-103234,284.0,7,7,1,2026-08-21T23:55:40+00:00
103240,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/tashkent-siti-zhk-boulevard-3-komn-7-7-104m2-terrasa-180-m2-vid-na-park-103240,104.0,7,7,1,2026-08-21T23:55:40+00:00
103241,2026-08-05,Shayhontohur,6,800000,https://hata.uz/en/listings/object/srochno-prodazha-tashkent-city-gardens-6-2-9-216m2-vid-vo-dvor-103241,216.0,2,9,1,2026-08-21T23:55:40+00:00
103254,2026-08-05,Shayhontohur,5,995000,https://hata.uz/en/listings/object/prodaetsya-karobka-penthaus-tashkent-siti-gardens-residence-103254,260.0,8,9,1,2026-08-21T23:55:40+00:00
103255,2026-08-05,Shayhontohur,5,1290000,https://hata.uz/en/listings/object/prodaetsya-5-komnatnaya-kvartira-v-elitnom-zhk-nest-one-blok-a-103255,161.27,44,51,1,2026-08-21T23:55:40+00:00
103261,2026-08-05,Shayhontohur,5,880000,https://hata.uz/en/listings/object/prodaetsya-gardens-residence-220m2-korobka-103261,220.0,3,9,1,2026-08-21T23:55:40+00:00
103262,2026-08-05,Shayhontohur,6,1200000,https://hata.uz/en/listings/object/zhk-boulevard-residence-6-3-7-217m2-tashkent-city-103262,217.0,3,7,1,2026-08-21T23:55:40+00:00
103264,2026-08-05,Shayhontohur,5,6000000,https://hata.uz/en/listings/object/zhk-nest-one-blok-a-premium-klass-412-m2-5-50-103264,412.0,50,51,1,2026-08-21T23:55:40+00:00
103267,2026-08-05,Shayhontohur,5,1290000,https://hata.uz/en/listings/object/kvartira-prodaetsya-5-44-51-na-zhk-nest-one-103267,161.0,44,51,1,2026-08-21T23:55:40+00:00
103269,2026-08-05,Shayhontohur,5,1290000,https://hata.uz/en/listings/object/kvartira-5-kom-zhk-nest-one-16127m2-shayhantahurskiy-r-n-tashkent-siti-103269,161.27,44,51,1,2026-08-21T23:55:40+00:00
103270,2026-08-05,Shayhontohur,5,1199970,https://hata.uz/en/listings/object/prodaetsya-zhk-gardens-residence-103270,250.0,7,8,1,2026-08-21T23:55:40+00:00
103274,2026-08-05,Shayhontohur,3,1200000,https://hata.uz/en/listings/object/prodaetsya-kvartira-novostroyka-zhk-boulevard-3kom-3etazh-vid-na-park-103274,218.0,3,7,1,2026-08-21T23:55:40+00:00
103277,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/3-7-7-zhk-boulevard-tashkent-city-vid-na-park-103277,180.0,7,7,1,2026-08-21T23:55:40+00:00
103278,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/3h-komnatnaya-kvartira-v-zhk-boulevard-residence-vid-na-tashkent-siti-103278,104.0,7,7,1,2026-08-21T23:55:40+00:00
103283,2026-08-05,Shayhontohur,6,1200000,https://hata.uz/en/listings/object/eksvlyuzivnaya-s-pryamym-vidom-na-park-zhk-boulevard-tashkent-city-103283,210.0,3,7,1,2026-08-21T23:55:40+00:00
103284,2026-08-05,Shayhontohur,3,850000,https://hata.uz/en/listings/object/prodaetsya-tashkent-siti-103284,107.0,7,7,1,2026-08-21T23:55:40+00:00
104418,2026-08-05,Chilonzor,3,1250,https://hata.uz/en/listings/object/chilanzar-3-kvartal-novostroyka-104418,88.0,8,10,1,2026-08-21T23:55:40+00:00
104504,2026-08-05,Chilonzor,2,1200,https://hata.uz/en/listings/object/chilanzar-1-zhk-vision-ot-neo-house-104504,52.0,5,11,1,2026-08-21T23:55:40+00:00
104648,2026-08-05,Chilonzor,1,16999,https://hata.uz/en/listings/object/chilonzor-ts-36m2-tsokolnyy-etazh-104648,36.0,1,8,1,2026-08-21T23:55:40+00:00
104678,2026-08-05,Chilonzor,1,14400,https://hata.uz/en/listings/object/farhod-bazor-oldida-minus-1-etazh-yarim-podval-32-m2-14400-104678,32.0,1,8,1,2026-08-21T23:55:40+00:00
104681,2026-08-05,Chilonzor,1,14400,https://hata.uz/en/listings/object/chilonzor-12-polu-podval-32-m2-14400-104681,32.0,1,8,1,2026-08-21T23:55:40+00:00
104682,2026-08-05,Chilonzor,2,17500,https://hata.uz/en/listings/object/novostroyka-toshkent-shahar-yangihaet-tumani-3-metro-bekati-104682,42.5,3,16,1,2026-08-21T23:55:40+00:00
104758,2026-08-05,Chilonzor,2,24000,https://hata.uz/en/listings/object/o-rikzor-rezidense-104758,60.0,15,16,1,2026-08-21T23:55:40+00:00
104763,2026-08-05,Chilonzor,3,20000,https://hata.uz/en/listings/object/navaystroyka-domni-dogovori-sotiladi-104763,94.0,4,5,1,2026-08-21T23:55:40+00:00
104815,2026-08-05,Chilonzor,2,33110,https://hata.uz/en/listings/object/srochna-navastroyka-104815,47.0,4,2,1,2026-08-21T23:55:40+00:00
104884,2026-08-05,Chilonzor,2,40000,https://hata.uz/en/listings/object/prodaja-novastroyka-hotam-moyka-104884,58.0,11,11,1,2026-08-21T23:55:40+00:00
104917,2026-08-05,Chilonzor,1,40000,https://hata.uz/en/listings/object/prodaetsya-novostroyka-1-7-9-yashnabadskiy-rayon-104917,30.0,7,9,1,2026-08-21T23:55:40+00:00
104918,2026-08-05,Chilonzor,2,36000,https://hata.uz/en/listings/object/chilanzar-23-kvartal-novostroyka-tsokolnyy-etazh-58m2-tsena-35000-tso-104918,58.0,1,8,1,2026-08-21T23:55:40+00:00
104933,2026-08-05,Chilonzor,1,41000,https://hata.uz/en/listings/object/srochno-novostroyka-charh-novza-1-4-12-orientir-aktepa-krug-104933,31.0,4,12,1,2026-08-21T23:55:40+00:00
104956,2026-08-05,Chilonzor,1,38000,https://hata.uz/en/listings/object/prodaetsya-kvartira-yangi-choshtepa-1-7-7-etazhali-dom-38000-104956,40.0,7,7,1,2026-08-21T23:55:40+00:00
104957,2026-08-05,Chilonzor,1,42000,https://hata.uz/en/listings/object/prodazha-navastroyka-dom-1-honali-kvartira-sotiladi-104957,41.0,1,7,1,2026-08-21T23:55:40+00:00
104958,2026-08-05,Chilonzor,1,42000,https://hata.uz/en/listings/object/prodazha-sergili-yangi-choshtepa-metroni-birinchi-bekatiga-yakin-1honalik-104958,40.0,8,9,1,2026-08-21T23:55:40+00:00
104959,2026-08-05,Chilonzor,1,39000,https://hata.uz/en/listings/object/yaangi-choshtepa-1-honali-kvartira-sotiladi-104959,37.0,7,7,1,2026-08-21T23:55:40+00:00
104960,2026-08-05,Chilonzor,1,42000,https://hata.uz/en/listings/object/prodazha-1-honali-kvartira-sotiladi-yangi-choshtepa-metroni-birinchi-bekat-104960,37.0,1,1,1,2026-08-21T23:55:40+00:00
105080,2026-08-21,Yashnobod,1,41000,https://hata.uz/en/listings/object/golden-house-oz-zamin-1-xonali-yangi-uy-30-m2-3-m2-biznes-klass-105080,30.0,13,15,1,2026-08-21T23:55:40+00:00
105098,2026-08-05,Chilonzor,1,45500,https://hata.uz/en/listings/object/novostroyka-1-4-10-srochno-prodaetsya-kvartira-105098,32.0,4,10,1,2026-08-21T23:55:40+00:00
105104,2026-08-05,Chilonzor,1,48000,https://hata.uz/en/listings/object/hakikiy-elon-novostroyka-chilonzor-nakkoshlikda-1honali-uzimni-uyim-s-105104,37.0,5,5,1,2026-08-21T23:55:40+00:00
105133,2026-08-05,Chilonzor,1,46500,https://hata.uz/en/listings/object/h-novostroyka-chilanzar-nakkoshlik-1v2-5-5-ortsingapurskiyevro-remont-105133,38.0,5,5,1,2026-08-21T23:55:40+00:00
105148,2026-08-05,Chilonzor,1,47000,https://hata.uz/en/listings/object/alleya-gagarina-1-2-4-kirpich-naprotiv-103-shkoly-chilonzor-2kv-105148,28.0,2,4,1,2026-08-21T23:55:40+00:00
105151,2026-08-05,Chilonzor,2,44000,https://hata.uz/en/listings/object/kvartira-sotiladi-2-hona-105151,60.0,9,16,1,2026-08-21T23:55:40+00:00
105165,2026-08-05,Chilonzor,1,46000,https://hata.uz/en/listings/object/prodam-chilanzar-8-novostroyka-1-5-7-105165,30.0,5,7,1,2026-08-21T23:55:40+00:00
105223,2026-08-05,Chilonzor,1,44900,https://hata.uz/en/listings/object/chilonzor-22-kvartal-105223,36.0,1,4,1,2026-08-21T23:55:40+00:00
105224,2026-08-05,Chilonzor,1,48000,https://hata.uz/en/listings/object/chilonzor-23kv-1xonali-novostroyka-uy-105224,36.0,8,8,1,2026-08-21T23:55:40+00:00
105227,2026-08-05,Chilonzor,1,45800,https://hata.uz/en/listings/object/sotiladi-choshtepa-1-honali-evro-remont-105227,38.0,7,9,1,2026-08-21T23:55:40+00:00
105238,2026-08-04,Sergeli,1,45000,https://hata.uz/en/listings/object/choshtepada-36kv-kvartira-srochna-sotiladi-105238,36.0,7,7,1,2026-08-21T23:55:40+00:00
105239,2026-08-04,Sergeli,1,45000,https://hata.uz/en/listings/object/novostroyka-svoyasergili-metro-3-bekat-105239,30.0,3,6,1,2026-08-21T23:55:40+00:00
105244,2026-08-04,Sergeli,2,46000,https://hata.uz/en/listings/object/prodaetsya-svoya-2-6-7-vozle-avto-rynoknovostroyka-105244,46.0,6,7,1,2026-08-21T23:55:40+00:00
105283,2026-08-04,Olmazor,1,48000,https://hata.uz/en/listings/object/sagbon-kvartira-karobka-kvartira-karobka-105283,51.8,4,10,1,2026-08-21T23:55:40+00:00
105322,2026-08-05,Chilonzor,2,50000,https://hata.uz/en/listings/object/srochni-kvartira-sotiladi-navastroyka-2hona-evro-chilonzor-midiya-park-105322,54.0,1,10,1,2026-08-21T23:55:40+00:00
105417,2026-08-05,Chilonzor,1,50500,https://hata.uz/en/listings/object/chilanzar-2-kvartal-1v2-4-4-evro-105417,30.0,4,4,1,2026-08-21T23:55:40+00:00
105440,2026-08-04,Sergeli,2,50000,https://hata.uz/en/listings/object/sergeli-straitelda-dom-sotiladi-105440,46.0,9,7,1,2026-08-21T23:55:40+00:00
105445,2026-08-04,Sergeli,2,52000,https://hata.uz/en/listings/object/sergeli-kvartira-2-hona-105445,43.0,7,7,1,2026-08-21T23:55:40+00:00
105470,2026-08-04,Sergeli,2,51000,https://hata.uz/en/listings/object/pradayotsya-kvartira-sergeli-6-a-105470,49.0,1,7,1,2026-08-21T23:55:40+00:00
105516,2026-08-04,Olmazor,1,52000,https://hata.uz/en/listings/object/kvartira-sotiladi-105516,36.0,8,9,1,2026-08-21T23:55:40+00:00
105536,2026-08-05,Chilonzor,1,56000,https://hata.uz/en/listings/object/uspey-vtorichka-1-1-4-evro-30m2-or-metro-mirzo-ulugbek-torgovyy-tsentr-105536,30.0,1,4,1,2026-08-21T23:55:40+00:00
105550,2026-08-05,Chilonzor,1,53000,https://hata.uz/en/listings/object/chlonzor-14-afruz-choraha-yaqn-srochna-sotiladi-105550,44.0,7,9,1,2026-08-21T23:55:40+00:00
105558,2026-08-05,Chilonzor,1,54000,https://hata.uz/en/listings/object/vtorichka-30m2-1v2-kom-evro-remont-or-r-metro-novza-chilanzar-5-105558,30.0,4,4,1,2026-08-21T23:55:40+00:00
105566,2026-08-05,Chilonzor,1,55000,https://hata.uz/en/listings/object/idealnaya-kvartira-srochno-chilanzarskiy-r-n-1kom-kv-105566,45.0,3,4,1,2026-08-21T23:55:40+00:00
105576,2026-08-05,Chilonzor,1,55000,https://hata.uz/en/listings/object/h-uchtepa-literaturnyy-1-2-10-novostroykaortkokcha-oktepaprodaetsya-105576,42.0,2,10,1,2026-08-21T23:55:40+00:00
105600,2026-08-05,Chilonzor,1,58000,https://hata.uz/en/listings/object/h-novostroyka-chilanzar-7-kvartal-1v2-5-7-orthaytek-mechetprodaetsya-105600,42.0,5,7,1,2026-08-21T23:55:40+00:00
105617,2026-08-05,Chilonzor,1,58000,https://hata.uz/en/listings/object/prodam-1-4-8-23-kvartal-novostroyka-105617,38.0,4,8,1,2026-08-21T23:55:40+00:00
105622,2026-08-05,Chilonzor,1,57000,https://hata.uz/en/listings/object/34-kvm-1-komn-2-9-chilanzar-zhk-prime-towers-metro-ryadom-105622,34.0,2,9,1,2026-08-21T23:55:40+00:00
105632,2026-08-05,Chilonzor,1,57000,https://hata.uz/en/listings/object/h-novostroyka-1-2-9-chilanzar-6-kvartalmetro-mulugbek-400-metr-105632,34.0,2,9,1,2026-08-21T23:55:40+00:00
105645,2026-08-05,Chilonzor,1,56900,https://hata.uz/en/listings/object/chilanzor-14-kv-1-xona-sotiladi-arzon-narxda-105645,45.0,1,10,1,2026-08-21T23:55:40+00:00
105648,2026-08-05,Chilonzor,2,58500,https://hata.uz/en/listings/object/sergeli-darhan-1-2-3-16-novostroyka-s-balkonom-15-6mariya-105648,65.0,3,16,1,2026-08-21T23:55:40+00:00
105649,2026-08-05,Chilonzor,1,58300,https://hata.uz/en/listings/object/uzimni-uyim-chilonzor-14-kv-1-1-9-evro-remont-novostroyka-105649,46.0,1,9,1,2026-08-21T23:55:40+00:00
105650,2026-08-05,Chilonzor,1,58380,https://hata.uz/en/listings/object/chilanzar-19-novostroyka-orentir-zapravka-12-4-12-556-m2-105650,55.0,4,12,1,2026-08-21T23:55:40+00:00
105658,2026-08-05,Chilonzor,1,57000,https://hata.uz/en/listings/object/1-k-kvartira-34-m2-v-zhk-prime-towers-ryadom-s-metro-mirzo-ulugbek-105658,34.0,2,9,1,2026-08-21T23:55:40+00:00
105759,2026-08-05,Chilonzor,2,65000,https://hata.uz/en/listings/object/kvartira-sotiladi-105759,60.0,3,17,1,2026-08-21T23:55:40+00:00
105811,2026-08-05,Chilonzor,3,62000,https://hata.uz/en/listings/object/kvartira-sotiladi-izzada-uch-tepa-tuman-105811,74.0,3,3,1,2026-08-21T23:55:40+00:00
105827,2026-08-05,Shayhontohur,3,62800,https://hata.uz/en/listings/object/srochno-srochno-sergili-avtobozor-sugdiyona-uy-ozimniki-105827,78.0,1,3,1,2026-08-21T23:55:40+00:00
105847,2026-08-05,Shayhontohur,2,65000,https://hata.uz/en/listings/object/prodaetsya-kvartira-dream-house-105847,58.0,8,10,1,2026-08-21T23:55:40+00:00
105854,2026-08-04,Sergeli,2,62000,https://hata.uz/en/listings/object/sergili-6-a-2-hona-53-kv-remonti-yahshi-105854,52.9,2,7,1,2026-08-21T23:55:40+00:00
105857,2026-08-04,Sergeli,2,65000,https://hata.uz/en/listings/object/prodaetsya-kvartira-105857,40.0,3,7,1,2026-08-21T23:55:40+00:00
105858,2026-08-04,Sergeli,2,62000,https://hata.uz/en/listings/object/kvartira-sotiladi-105858,54.0,3,7,1,2026-08-21T23:55:40+00:00
105863,2026-08-04,Sergeli,3,65000,https://hata.uz/en/listings/object/srochni-uy-sotiladi-105863,74.0,6,7,1,2026-08-21T23:55:40+00:00
105870,2026-08-04,Sergeli,2,62000,https://hata.uz/en/listings/object/yangihatot-tumani-yangi-darxon-da-2-xonali-uy-sotiladi-105870,69.0,14,16,1,2026-08-21T23:55:40+00:00
105875,2026-08-04,Sergeli,3,65000,https://hata.uz/en/listings/object/srochna-green-house-metro-sergeli-yangixayot-105875,57.0,7,10,1,2026-08-21T23:55:40+00:00
105882,2026-08-04,Sergeli,3,65000,https://hata.uz/en/listings/object/prodaetsya-novostroyka-3-3-7-60m2-kuylyuk-ota-105882,60.0,3,7,1,2026-08-21T23:55:40+00:00
105888,2026-08-04,Sergeli,3,65000,https://hata.uz/en/listings/object/yangi-haet-metro-3-bekat-enida-3-2-7-tezda-sotiladi-65000-105888,60.0,2,7,1,2026-08-21T23:55:40+00:00
105956,2026-08-05,Chilonzor,3,69000,https://hata.uz/en/listings/object/3-6-6chilanzar-23-srochno-prodaetsya-kvartira-v-novostroyke-105956,72.0,6,6,1,2026-08-21T23:55:40+00:00
105986,2026-08-05,Chilonzor,2,77500,https://hata.uz/en/listings/object/chilanzar-23-kvl-2-3-6-novostroyka-farhadskiy-kirpichnyy-dom-tl-105986,49.0,3,6,1,2026-08-21T23:55:40+00:00
106032,2026-08-05,Chilonzor,2,72000,https://hata.uz/en/listings/object/novostroyka-2v3-kom-60m2-evro-remont-or-r-chilanzar-kvartal-14-106032,60.0,4,4,1,2026-08-21T23:55:40+00:00
106051,2026-08-05,Chilonzor,3,75500,https://hata.uz/en/listings/object/h-novostroyka-3-2-4-chilanzar-21-kvartalortideal-marketevro-remont-106051,60.0,2,4,1,2026-08-21T23:55:40+00:00
